id_transacao,id_cliente,valor,tipo,banco_origem,banco_destino,data,data_part,banco_origem_nome,banco_destino_nome,cpf_mascarado,cidade,estado
05354602-9802-4f88-8cc1-9cdff627fb0d,073d4b5b-9ad7-4d36-ae93-a1dbe33f3166,5218.57,DOC,341,104,2025-06-28 16:53:04.460411,2025-06-28,Itaú Unibanco,Caixa Econômica Federal,***.145.***-17,Santana do Ipanema,AP
911596d9-fcac-4c9d-8d33-b220d6cdaaae,691a8775-6738-4ab7-acdc-38dd58715de7,6135.77,DOC,001,237,2025-06-28 06:07:11.048179,2025-06-28,Banco do Brasil,Bradesco,***.359.***-65,Marechal Deodoro,SP
92be62d8-0d19-41df-b6b5-6df8c1f20071,1052be6e-96a4-4578-8fce-dd2ca49fb738,7729.73,TED,033,033,2025-06-28 00:21:39.823136,2025-06-28,Santander,Santander,***.479.***-38,Arabutã,BA
22b22035-5f6c-4dc4-ba4b-8b3f9c6b6152,49741e3a-d354-4551-aa92-c32e2b81b339,3378.42,DOC,001,001,2025-06-28 20:24:48.434396,2025-06-28,Banco do Brasil,Banco do Brasil,***.265.***-11,Contenda,SP
955961d1-9ef1-4451-9104-e8b4790653fc,3f22149c-27da-4282-8c0b-6b0a6eea18ff,4206.09,Cartão,104,104,2025-06-28 09:41:52.926580,2025-06-28,Caixa Econômica Federal,Caixa Econômica Federal,***.874.***-09,Pinhão,BA
53c5a658-ac4f-4e33-8b19-73fcc5c81616,33efadb9-8be3-4b1a-8794-4a4e08027dad,406.14,PIX,001,033,2025-06-28 22:07:23.757383,2025-06-28,Banco do Brasil,Santander,***.435.***-99,Campos de Júlio,BA
1eec124b-0a29-4d8d-9464-084dad1bacf0,00689324-65a9-43c2-b7a8-4d7384fb2cb6,6774.76,Cartão,341,104,2025-06-28 07:55:25.782626,2025-06-28,Itaú Unibanco,Caixa Econômica Federal,***.507.***-88,Lidianópolis,CE
0a35776d-db6e-44b7-b768-c782a317c5ab,792888d7-83d8-41f7-b970-ead102dc9fed,6716.56,Cartão,104,001,2025-06-28 04:39:42.420597,2025-06-28,Caixa Econômica Federal,Banco do Brasil,***.279.***-12,Itaúna,CE
fb7a9448-b811-4b4b-9f13-1d39f931cbbc,9b95c048-8350-47d1-9d87-22aec8d934ea,5290.33,TED,033,341,2025-06-28 18:09:23.805880,2025-06-28,Santander,Itaú Unibanco,***.084.***-87,Luz,PR
387fad26-db0f-4448-a285-fa27eeaa9255,4bfd99a5-4fac-48bf-87b8-da04cce1c18b,521.87,PIX,341,341,2025-06-28 05:12:45.098258,2025-06-28,Itaú Unibanco,Itaú Unibanco,***.297.***-38,Uarini,MG
9572ba0a-2a5f-4d9d-90bb-61227d7a242a,b60fa945-ccf3-4ef9-a151-91dfb3523805,3403.27,PIX,237,237,2025-06-28 07:49:06.550063,2025-06-28,Bradesco,Bradesco,***.183.***-95,Alvorada do Gurguéia,SC
30a2e09d-2ae0-4220-b033-e79772bc509c,3c3b4bb3-5eb6-4d97-bbaf-d43b7459af28,1064.41,PIX,341,104,2025-06-28 16:18:33.602990,2025-06-28,Itaú Unibanco,Caixa Econômica Federal,***.937.***-73,Uruana de Minas,MA
27bfc7ad-e302-4898-99cc-b3899072157d,92b3d5cb-c424-4ab8-b868-ebe63740070a,4960.27,DOC,104,341,2025-06-28 04:28:53.368419,2025-06-28,Caixa Econômica Federal,Itaú Unibanco,***.064.***-56,Apuarema,AL
00bf1227-d0d8-4386-b197-86ed4e49df5c,523de3e2-0b04-465e-85a6-02b1a57fea6a,7921.45,Cartão,341,001,2025-06-28 14:42:38.014441,2025-06-28,Itaú Unibanco,Banco do Brasil,***.240.***-99,Fazenda Rio Grande,PA
aa61ba3b-7a76-4539-a2ad-95c260c204ed,8e44c537-f1e0-48a4-8dec-48752d25c25d,4429.98,Cartão,001,104,2025-06-28 14:33:21.783527,2025-06-28,Banco do Brasil,Caixa Econômica Federal,***.257.***-85,Nova Prata,MG
2a2b2637-ce68-49de-a335-9f2d79de7f34,20028a47-aaa9-4a4b-a42f-767affd003b5,3735.78,TED,341,237,2025-06-28 17:23:32.303964,2025-06-28,Itaú Unibanco,Bradesco,***.825.***-88,Borborema,RS
e06f75d4-e3dd-4b7a-b38f-1704b42e2f0d,986303fc-3eb7-4aea-b11d-f26902b0d347,5989.48,TED,341,033,2025-06-28 01:03:03.751783,2025-06-28,Itaú Unibanco,Santander,***.405.***-06,Riolândia,SP
b4c10c45-75d3-41e2-ae49-dfeb24d85c41,6c8dc94a-f0ee-44c4-a851-e7499ce21a5d,3128.99,DOC,341,104,2025-06-28 02:34:55.823368,2025-06-28,Itaú Unibanco,Caixa Econômica Federal,***.853.***-15,Riacho dos Cavalos,TO
b69c023d-bff6-4891-9f3e-db58e4eb644c,6ff06ea9-3483-40d4-848c-d5849e6ee8a0,5070.39,DOC,001,001,2025-06-28 23:25:41.356910,2025-06-28,Banco do Brasil,Banco do Brasil,***.371.***-50,Pimenta Bueno,PE
c3a403fa-2348-4146-9449-d7401f757452,50d22fb0-7dc1-4db9-8b2b-f851a53f4158,3501.41,DOC,104,237,2025-06-28 02:42:48.530258,2025-06-28,Caixa Econômica Federal,Bradesco,***.012.***-60,São Francisco de Sales,BA
f4b6d1d2-1aef-4d94-b24c-935c51446bd6,0d303be7-a54b-4bb4-a980-546d7aea977f,5811.02,TED,001,104,2025-06-28 18:13:08.793469,2025-06-28,Banco do Brasil,Caixa Econômica Federal,***.532.***-53,Três Lagoas,PI
7ee34238-aa15-4e2f-a712-5a69061ed659,3ae90548-df0f-4d40-a592-bd79f399ed3d,480.4,Cartão,033,237,2025-06-28 12:39:32.083374,2025-06-28,Santander,Bradesco,***.894.***-60,Catanduvas,PB
fcabe5c7-0814-4b90-9579-076c4232bcc8,06254eeb-fd8b-4331-94a5-69726481c337,6938.55,PIX,341,341,2025-06-28 02:57:59.806616,2025-06-28,Itaú Unibanco,Itaú Unibanco,***.367.***-84,Palmelo,MG
db1b4da5-c314-4ed2-b511-dcf4c786c59c,37b1c2ee-9edc-4f64-a92c-7b7cca7d630e,7916.37,PIX,237,341,2025-06-28 14:56:32.418621,2025-06-28,Bradesco,Itaú Unibanco,***.071.***-34,Bom Jesus,RS
556159af-0d63-4135-b0f7-8995ce833fd8,c6dbab7a-ad6e-4769-b9bd-149aa1e03351,2244.37,PIX,033,237,2025-06-28 09:59:06.850159,2025-06-28,Santander,Bradesco,***.695.***-77,Valparaíso de Goiás,SP
b1e6b16c-e15c-4544-a6c4-694c4a2d7748,86a6d46d-6243-4a15-bc82-952da2bc53ba,2082.4,DOC,033,341,2025-06-28 05:48:41.488333,2025-06-28,Santander,Itaú Unibanco,***.467.***-65,Jardinópolis,CE
803f47d5-33b8-49f8-ac12-f5caf4f43a0a,22559a60-099c-4c31-95e4-516bc36d5226,1829.55,DOC,237,341,2025-06-28 10:33:03.149796,2025-06-28,Bradesco,Itaú Unibanco,***.753.***-32,Santo Antônio do Leste,SC
c8e96ec3-3cd2-4529-acb9-51b0fb3389c6,7f3f0de9-987a-480c-8507-fb2afb2b18ab,2120.16,PIX,104,237,2025-06-28 19:09:41.732545,2025-06-28,Caixa Econômica Federal,Bradesco,***.754.***-79,Altônia,SP
ee392da7-bf1b-4cd9-8707-90d59474e85f,c0bacded-0a48-483d-aaa1-af8316c59629,784.38,DOC,104,341,2025-06-28 15:11:09.270190,2025-06-28,Caixa Econômica Federal,Itaú Unibanco,***.790.***-99,Cataguases,MA
ba6615e2-c8ff-4cf7-8c77-69cbf17124e5,71155592-a21a-4cdd-9cb0-21fe0d9bdddf,7089.96,PIX,033,237,2025-06-28 05:36:14.064714,2025-06-28,Santander,Bradesco,***.041.***-69,Capela de Santana,SC
0ede92a6-d395-405c-85e3-39fdcfe86b36,a7ab5c84-41c2-4d20-bbb6-2af77bbccf18,6668.81,DOC,341,341,2025-06-28 03:59:34.231257,2025-06-28,Itaú Unibanco,Itaú Unibanco,***.253.***-88,Piedade de Ponte Nova,ES
e436f686-a938-4b1b-98d4-29a1b79152fc,94aed9c5-b9a1-4070-a8a6-eb90f897eadb,2537.56,Cartão,341,237,2025-06-28 10:42:42.394796,2025-06-28,Itaú Unibanco,Bradesco,***.037.***-00,Comercinho,SP
a3384a6a-393d-4c25-b4b5-e522ec59b2ed,e2ec8dd5-1461-4de6-a170-ce7290af748f,1859.93,DOC,341,001,2025-06-28 05:41:17.212327,2025-06-28,Itaú Unibanco,Banco do Brasil,***.529.***-61,Rancho Queimado,RJ
d05f8b9b-a4cf-40dd-bfe2-8f1708a92929,bf2277ce-9e98-4fea-b30e-95612d94a4db,710.1,Cartão,001,033,2025-06-28 20:45:19.595169,2025-06-28,Banco do Brasil,Santander,***.519.***-88,São Bonifácio,SC
2b16e90b-7974-4c32-b1f0-c12f75a53e44,f7863404-4ddd-43fc-86d0-95c22c5ebb5a,5565.19,TED,104,237,2025-06-28 10:43:36.730161,2025-06-28,Caixa Econômica Federal,Bradesco,***.269.***-01,Jussara,PB
653737b3-ef92-4633-8d4f-50b445833c7d,17392830-d1d1-445f-a90e-7162767278f2,3390.84,Cartão,341,001,2025-06-28 14:43:53.907522,2025-06-28,Itaú Unibanco,Banco do Brasil,***.825.***-71,Entre Rios do Sul,AM
e178e5f2-ca03-434e-b6cd-3e45872a07eb,2e90cbd8-01b4-45aa-91b6-6883ee1f25d4,6457.78,Cartão,001,341,2025-06-28 22:14:12.646730,2025-06-28,Banco do Brasil,Itaú Unibanco,***.260.***-31,Ilha Solteira,RN
6792526c-46ef-47b1-807c-ca654bf742a0,87cd2c5a-01de-4830-8cc7-ebc0dc536c6c,7208.54,PIX,341,033,2025-06-28 22:27:39.155447,2025-06-28,Itaú Unibanco,Santander,***.504.***-24,Mercedes,RS
ac74d77e-0176-49dd-9866-0f98240fe952,524d26bb-1ef5-4d03-a6c0-931b8f655be7,6091.01,TED,001,341,2025-06-28 07:14:13.351628,2025-06-28,Banco do Brasil,Itaú Unibanco,***.782.***-00,Morungaba,RS
d39cb140-0158-4bcb-ba90-6274e9b5b7e0,70237fce-a787-49f4-bad2-826ae93d4f28,3075.35,Cartão,341,237,2025-06-28 10:36:15.752095,2025-06-28,Itaú Unibanco,Bradesco,***.795.***-91,Alvorada do Norte,MG
d73e8d03-aeb0-4def-8cd0-490b6ccba7bb,7150dda2-0101-49b5-ac83-75d49dc8440f,3238.6,TED,001,341,2025-06-28 08:24:38.356156,2025-06-28,Banco do Brasil,Itaú Unibanco,***.902.***-23,Olhos-d'Água,RO
3889561c-93d2-4a81-8cef-00c6fa585f39,01a0bb83-804b-4a85-a2b9-551fa0f0f6f0,6647.49,DOC,001,033,2025-06-28 03:06:47.488142,2025-06-28,Banco do Brasil,Santander,***.023.***-06,Guzolândia,GO
743a86df-11a5-431d-b495-40f686156921,7b425ca4-4642-4884-8c79-c3af090d206c,4140.08,DOC,033,033,2025-06-28 23:51:15.796869,2025-06-28,Santander,Santander,***.218.***-03,Marituba,GO
e87267dd-7a11-40f7-aa1f-2802a6eaa150,4db607f9-94c1-4e1e-8668-b70ee8695be3,3019.66,PIX,033,001,2025-06-28 10:30:37.640910,2025-06-28,Santander,Banco do Brasil,***.930.***-89,Panorama,SP
cd6ff948-7f75-49ae-9907-f12325664e08,ba50d53b-871b-44c2-af8d-3468ce73fc0e,3658.48,TED,033,341,2025-06-28 22:53:07.001613,2025-06-28,Santander,Itaú Unibanco,***.106.***-08,Corrente,RS
f0123c74-dc05-4cbe-827d-cdb6d4b12401,2d526b20-be9f-413c-8aff-8578303d6435,5499.37,PIX,001,001,2025-06-28 13:14:37.676043,2025-06-28,Banco do Brasil,Banco do Brasil,***.781.***-03,Caririaçu,PR
f54af697-87d2-42cd-a7f8-774899db1d87,48598687-e5b6-41dd-bb50-8b54173d32af,5717.92,DOC,237,033,2025-06-28 22:37:33.614085,2025-06-28,Bradesco,Santander,***.924.***-15,Barbosa,MG
2e6524d3-4daf-40e1-8904-c7dc11eb4f60,3c98fd0d-d9a1-44c8-a002-de6ce6c653c0,2979.12,TED,341,104,2025-06-28 12:16:38.679137,2025-06-28,Itaú Unibanco,Caixa Econômica Federal,***.921.***-34,São Fidélis,SC
80ab2ebe-a42d-40a1-b5a8-67cce24fd90b,5f1e27bb-3c60-45e4-8390-796a27ed391a,3871.17,PIX,237,104,2025-06-28 04:56:58.271519,2025-06-28,Bradesco,Caixa Econômica Federal,***.841.***-89,Cupira,BA
f256e4a9-7ce8-4a32-b0f9-2ba93103cdc6,03511d0d-0ea2-4cde-b302-88cacc6a6ed5,3834.44,TED,104,237,2025-06-28 16:07:55.581568,2025-06-28,Caixa Econômica Federal,Bradesco,***.412.***-25,Mombuca,PR
e16f1d80-4a12-4800-bec3-84525f1af5b2,75ef40a7-d795-4055-8b51-a24879662ccb,5266.9,Cartão,001,237,2025-06-28 06:41:55.770559,2025-06-28,Banco do Brasil,Bradesco,***.317.***-97,Divisa Alegre,MG
b96df27e-4751-4082-b439-43eae993ee64,e18b3590-ea9d-460d-b196-9888ce12d7d1,7125.65,TED,104,001,2025-06-28 01:13:41.030338,2025-06-28,Caixa Econômica Federal,Banco do Brasil,***.691.***-80,Penedo,BA
95d9127c-e878-47e9-8ff3-3761f04bfbc1,af5873be-bf15-4bee-b844-9555a9faac2f,1804.79,DOC,033,104,2025-06-28 13:57:28.795732,2025-06-28,Santander,Caixa Econômica Federal,***.836.***-26,Cotegipe,AL
ea3eb806-28c7-4c17-9f81-e814d8edaefe,1789a155-4911-4fb0-ae4f-d28c33828919,1761.63,Cartão,104,104,2025-06-28 02:59:21.694803,2025-06-28,Caixa Econômica Federal,Caixa Econômica Federal,***.719.***-82,Tapejara,SE
a089e3a9-7be8-4475-9705-807322570033,5b2bfa38-72fe-4e5e-8f11-4c59e023fa0c,1093.91,Cartão,033,104,2025-06-28 12:03:20.177868,2025-06-28,Santander,Caixa Econômica Federal,***.271.***-77,São Brás,BA
1c02cf93-0346-43f5-9270-62bfd21652c9,f4fdb8e6-2c88-46bd-8c0f-13f51a9e5960,6407.26,Cartão,001,033,2025-06-28 18:40:29.980565,2025-06-28,Banco do Brasil,Santander,***.527.***-64,Alegria,RS
cbc6fff1-e0f3-48fa-a0ee-03e6f77aadfc,5c3a7c62-8720-4099-9d8b-11b69a2207c5,1063.66,TED,104,001,2025-06-28 20:56:42.555115,2025-06-28,Caixa Econômica Federal,Banco do Brasil,***.456.***-25,Malhador,BA
c78eba8e-adb2-437a-8c70-c2dc9cfd6416,6a83b06c-d2b2-4c2e-8cab-6edbcadacd4a,527.52,DOC,001,001,2025-06-28 00:58:29.351675,2025-06-28,Banco do Brasil,Banco do Brasil,***.657.***-77,Barra Bonita,BA
8e80ae0d-99b7-4a2b-808b-c4435b548da1,0c39b11f-af1c-4e98-8c41-7d04365058c8,4730.6,DOC,237,001,2025-06-28 21:52:41.938771,2025-06-28,Bradesco,Banco do Brasil,***.728.***-37,Cunha Porã,AL
80819a53-cc99-46de-93a5-8aa82900680e,281a475e-3c04-43ac-b523-eb91f514047a,1940.0,TED,104,033,2025-06-28 18:28:58.359652,2025-06-28,Caixa Econômica Federal,Santander,***.613.***-95,Nova Trento,MG
39296dda-7a23-44e2-8b3d-3e3e46131b72,1eb312f4-b876-48e2-b275-a063b14d7718,4608.87,Cartão,237,001,2025-06-28 04:58:01.645626,2025-06-28,Bradesco,Banco do Brasil,***.345.***-80,São Domingos do Sul,PR
f1e0c862-9079-456f-a018-a5f2674422ef,7e1a9fb8-7656-4fe0-b880-6097b9bf1cc9,7066.84,PIX,237,001,2025-06-28 20:35:11.589411,2025-06-28,Bradesco,Banco do Brasil,***.832.***-13,Ituaçu,SP
d49e19e1-eca7-4e87-9aff-f1ffd81c5145,aa50366c-541f-4c55-8b04-47390e709e98,3714.81,Cartão,237,001,2025-06-28 11:32:50.438574,2025-06-28,Bradesco,Banco do Brasil,***.425.***-64,Campos dos Goytacazes,GO
e32a656c-2773-4562-82b2-f8acce7bdb50,e0d4d2bf-0056-41f4-adbb-2f904fca391b,7003.36,Cartão,001,001,2025-06-28 05:50:28.106873,2025-06-28,Banco do Brasil,Banco do Brasil,***.465.***-74,Conceição do Coité,ES
d3c29edf-cdb8-490b-b396-9ae92ece6947,7563ba21-81a7-4083-98cf-d9b15067f7b2,473.81,DOC,341,341,2025-06-28 10:26:32.150072,2025-06-28,Itaú Unibanco,Itaú Unibanco,***.591.***-98,Guaporema,MA
4dea4cb6-4ec8-4660-84e3-1026fbae277f,fa9d5e8a-bb08-40ef-89e7-098e490db7d7,4795.93,Cartão,001,033,2025-06-28 16:08:37.408093,2025-06-28,Banco do Brasil,Santander,***.315.***-33,Paripueira,PE
1ad4f875-12aa-4c92-89ec-358841e1ec94,5aa78262-8bf0-45cb-8c57-73e14d6ee274,3744.58,Cartão,033,033,2025-06-28 18:32:10.596815,2025-06-28,Santander,Santander,***.253.***-56,Canoinhas,MG
5ab868f6-c95b-4c58-8bed-b2b35443b57b,5935c7bc-ba3a-41f2-a70f-fcf2706527f2,1460.11,PIX,341,001,2025-06-28 07:38:42.993793,2025-06-28,Itaú Unibanco,Banco do Brasil,***.432.***-19,Bom Jesus da Penha,RJ
25ce06ec-0f5c-48b1-98b6-b3c5879a43e0,9fface5e-5021-4e98-8274-1bbe35164f78,3343.03,TED,341,341,2025-06-28 17:16:35.952794,2025-06-28,Itaú Unibanco,Itaú Unibanco,***.192.***-50,Saloá,RS
f0df66f6-4792-4786-ad70-840b6d61f0a7,47b227c6-5554-4858-8af5-4353fac48925,5672.48,TED,033,237,2025-06-28 19:47:18.302058,2025-06-28,Santander,Bradesco,***.596.***-51,Bertioga,SP
28011bed-ce57-496f-9abd-0b03ebc26de0,150b064a-204b-49f3-99d6-028254eab109,508.83,DOC,104,104,2025-06-28 00:26:02.616116,2025-06-28,Caixa Econômica Federal,Caixa Econômica Federal,***.754.***-30,Aripuanã,RS
da402306-a527-44f9-a240-3cc31742d581,af475ec8-47e4-4b10-b04a-48d3bc26a703,7040.13,TED,001,033,2025-06-28 18:47:02.157170,2025-06-28,Banco do Brasil,Santander,***.241.***-88,Britânia,SC
d359c283-a674-4984-88e5-a5e5fbd0f7d1,b2861e37-72bf-47d3-a0c7-1c051be45f68,3767.24,PIX,001,104,2025-06-28 15:42:57.096387,2025-06-28,Banco do Brasil,Caixa Econômica Federal,***.629.***-58,Centro do Guilherme,PR
6e6afd1a-facb-4ad1-ac5c-37b8970deb38,483ca43c-4746-4b14-b202-78de7f102aa8,4230.56,Cartão,033,104,2025-06-28 02:15:20.143730,2025-06-28,Santander,Caixa Econômica Federal,***.807.***-92,Bonfim,MG
17c5518a-eed7-4b8e-bc96-5e376cc798bc,17946715-afa6-491d-9c6a-fe01dfa2df12,316.57,TED,001,104,2025-06-28 20:53:18.727937,2025-06-28,Banco do Brasil,Caixa Econômica Federal,***.729.***-40,São Vicente,PB
37f6199f-33a4-4c5c-ac36-bde1f9df2b49,66b59e22-bc06-4930-a70b-bb0be5ffdc55,5014.19,DOC,104,341,2025-06-29 03:31:35.103118,2025-06-29,Caixa Econômica Federal,Itaú Unibanco,***.265.***-64,Potengi,PI
c294e3c0-bd64-4ee9-a776-740093b64bdf,47f97f23-7853-4476-b157-462b851c42e4,3909.54,DOC,033,001,2025-06-29 12:31:38.989026,2025-06-29,Santander,Banco do Brasil,***.610.***-50,Fagundes Varela,BA
eb86d9f7-e331-4e72-bc1f-33fdabf456f1,34063020-7fa1-44f7-9b3a-cfb33ea4c817,5302.72,PIX,001,104,2025-06-29 15:44:11.929819,2025-06-29,Banco do Brasil,Caixa Econômica Federal,***.792.***-70,Selvíria,BA
3ba7e1ee-fecb-498a-85c4-345e00990e2a,2c1b73fa-f176-47c1-b13c-d2d01567e5cc,6501.68,Cartão,104,104,2025-06-29 22:49:03.987498,2025-06-29,Caixa Econômica Federal,Caixa Econômica Federal,***.470.***-03,Paragominas,PR
e2925917-e0ca-47da-b649-9caa5ffceced,2b912da5-7033-46eb-bd23-44dba901fc91,7035.78,PIX,001,104,2025-06-29 20:02:19.563033,2025-06-29,Banco do Brasil,Caixa Econômica Federal,***.952.***-33,São José da Barra,PR
e51c978a-a923-473f-96d2-f4372b6c133d,ad8d059b-8df7-450f-9751-ea08b7e71dc6,5173.39,Cartão,237,341,2025-06-29 21:56:09.957052,2025-06-29,Bradesco,Itaú Unibanco,***.241.***-58,São Bernardo do Campo,RS
d0fbf0f5-d0b8-4724-b043-0a3af0b90200,465ab20c-817b-46f7-a438-5472621f2363,6101.77,PIX,001,104,2025-06-29 11:08:08.781237,2025-06-29,Banco do Brasil,Caixa Econômica Federal,***.908.***-02,Campo Bom,MG
eabc5188-dc9e-45ba-a7cd-fa78f27b539a,85838b48-9ff5-4031-9f8f-55570154350a,2999.93,PIX,001,033,2025-06-29 08:28:22.860632,2025-06-29,Banco do Brasil,Santander,***.160.***-69,Maringá,MG
33d53248-87e4-4798-bab8-2f41756152cc,10708bc3-b5cd-40f9-ba9a-f322ae5c3b01,452.5,TED,001,104,2025-06-29 06:00:06.603999,2025-06-29,Banco do Brasil,Caixa Econômica Federal,***.673.***-29,Dianópolis,AC
a6458e22-d6d1-4fb0-8d02-ee6433edca20,923c0f75-5872-4a86-a0f9-23cc788736ba,4115.59,DOC,237,104,2025-06-29 01:47:07.559030,2025-06-29,Bradesco,Caixa Econômica Federal,***.839.***-13,Araguainha,PA
dcb0ff5e-caf6-44b0-89c2-e6b7b9566f30,b6e11c21-dbb5-4886-b3f7-3d5c679d4df6,2192.16,PIX,237,341,2025-06-29 09:54:21.660483,2025-06-29,Bradesco,Itaú Unibanco,***.708.***-30,Bariri,RS
ecceb2cb-1615-4a48-87da-a763b1556fe6,003aef4f-db16-43c2-9652-85b7129ddc4c,1895.48,PIX,033,104,2025-06-29 20:26:48.663839,2025-06-29,Santander,Caixa Econômica Federal,***.056.***-95,Cupira,MG
1c30d994-0d0a-46c8-b30b-18712bd55902,98f98d17-539d-43e2-bfc7-81aa0705e064,5518.16,Cartão,001,341,2025-06-29 03:27:52.558256,2025-06-29,Banco do Brasil,Itaú Unibanco,***.704.***-23,Santa Bárbara,MA
d10595e0-3e68-4791-ae75-c7e599f2039c,ed9de23e-7237-4d0a-8d07-95cd7f0d013e,7437.27,TED,237,104,2025-06-29 08:41:45.146295,2025-06-29,Bradesco,Caixa Econômica Federal,***.416.***-49,Campo Largo do Piauí,TO
eb50bcbe-16a1-4d42-bf84-f23b9d7d0174,cb270b5e-2d86-451a-8647-43893c2bf2e6,4447.06,PIX,104,104,2025-06-29 18:26:10.875158,2025-06-29,Caixa Econômica Federal,Caixa Econômica Federal,***.401.***-43,Getúlio Vargas,BA
91e78278-49d3-4268-bf45-c4df6617f343,4af55717-2eae-420c-a85c-e29d65d1f895,1111.37,Cartão,104,033,2025-06-29 08:28:15.373469,2025-06-29,Caixa Econômica Federal,Santander,***.843.***-14,Itaboraí,RS
af0271b7-0b4b-4ef7-99ba-ffb2c1cb0a95,2b1ee5e2-ce1e-448f-978d-f7916434f1b4,1612.8,Cartão,001,001,2025-06-29 21:39:02.767329,2025-06-29,Banco do Brasil,Banco do Brasil,***.195.***-66,Humaitá,PB
460cd3d8-616e-4c3e-b8d5-dd67f7d4d221,dd92eefe-248e-4dcd-9d9d-a25d70fcfa91,4001.8,TED,001,033,2025-06-29 01:16:22.496884,2025-06-29,Banco do Brasil,Santander,***.169.***-76,Medina,PE
b2cb71fc-47df-44a8-a083-c9fcbbbc2ae2,81447d88-83db-4245-ab54-80f2bf5d51b8,188.77,PIX,237,237,2025-06-29 10:26:57.333295,2025-06-29,Bradesco,Bradesco,***.291.***-06,Ipixuna,MG
f4f4fd76-dfac-45db-aa43-6f88df8cd6de,c35af4f0-675c-43f4-bedd-877eee3d8728,2629.73,DOC,237,237,2025-06-29 10:34:36.657453,2025-06-29,Bradesco,Bradesco,***.734.***-60,São João da Paraúna,PR
028b971e-f058-4f5d-97ed-5f165ad1ded0,9bd163be-05f6-46f2-bc0c-4ae8bd03baf7,4860.93,DOC,104,341,2025-06-29 02:27:38.979098,2025-06-29,Caixa Econômica Federal,Itaú Unibanco,***.645.***-70,Santo Amaro,PI
dc2ecc31-4444-4505-ae91-dd1775ab3c5c,ea6df600-2abc-4f97-a165-f8a191b670fd,174.47,TED,237,237,2025-06-29 18:39:09.252476,2025-06-29,Bradesco,Bradesco,***.382.***-06,Poté,BA
3a826629-279c-47d9-9fb0-ba9b65b4dd0c,41f13f1a-87bb-4ff5-a6b7-d37e26c36d12,3639.34,DOC,033,033,2025-06-29 05:38:32.561956,2025-06-29,Santander,Santander,***.907.***-67,Indiaroba,MG
91e09668-3611-4b57-8418-11efda5c9f7a,d662bb2f-d64b-4746-914a-bf6e42687597,5701.09,PIX,033,001,2025-06-29 13:27:32.945388,2025-06-29,Santander,Banco do Brasil,***.019.***-84,Jacaraú,PI
45538c74-63e8-4045-8803-5e75758dccdc,1abaa4e6-8ae5-4447-b0dd-ca7237baae05,6060.26,TED,341,341,2025-06-29 09:12:55.753374,2025-06-29,Itaú Unibanco,Itaú Unibanco,***.365.***-07,Santa Helena,ES
06b3c235-ea41-4ed9-9377-10e9f14809a5,b300d3a9-ea40-47e8-9ca3-e7f8d49fe469,6911.71,TED,341,104,2025-06-29 13:49:55.742148,2025-06-29,Itaú Unibanco,Caixa Econômica Federal,***.608.***-26,Benjamin Constant,RS
a5630ad6-0077-47db-bdd6-064bd65cf206,2dc33020-b01c-48ea-9fab-78ca84bee8b2,6189.53,TED,033,033,2025-06-29 11:53:02.149366,2025-06-29,Santander,Santander,***.304.***-90,Barros Cassal,MG
2d89a318-c0ea-422f-9d19-f74a163d7a56,dd8ebeab-561f-404f-aebf-83736d9c4a3a,4218.56,TED,001,237,2025-06-29 15:10:24.992137,2025-06-29,Banco do Brasil,Bradesco,***.789.***-84,Belém,MA
29522577-5e2c-4c45-bad1-ffbf0854e509,30dcebdb-cb54-4f91-ad5e-82cbc691df7f,7498.02,TED,341,341,2025-06-29 09:31:54.530170,2025-06-29,Itaú Unibanco,Itaú Unibanco,***.295.***-24,Palmeirândia,AL
1fa70486-5399-44a2-9ad7-df2d553650ac,79ab01fd-418a-4bc6-b4fe-ad138db2115a,1475.96,DOC,001,001,2025-06-29 11:53:21.414099,2025-06-29,Banco do Brasil,Banco do Brasil,***.132.***-25,Milton Brandão,SC
84d02496-9161-4f20-ba33-9d0910be07a9,9b188237-549f-4b5f-bb24-e2967ad1f2c5,25.52,Cartão,104,033,2025-06-29 20:05:08.486108,2025-06-29,Caixa Econômica Federal,Santander,***.786.***-40,Mato Leitão,RS
ad400d4e-e34e-495e-a0cc-235f59edc0a2,9d5876c0-0f79-4ec5-bf28-6c74248e3486,1188.94,DOC,033,341,2025-06-29 02:44:20.504071,2025-06-29,Santander,Itaú Unibanco,***.198.***-20,Dois Córregos,MG
b995a214-6583-4548-8d98-c608e02f8974,fca435c6-e704-4426-89f5-0f5f93663ebd,868.86,Cartão,237,341,2025-06-29 03:40:13.245828,2025-06-29,Bradesco,Itaú Unibanco,***.751.***-86,Pires do Rio,GO
f5501711-3e3e-4466-938a-484ee4839ecb,732332e6-ada0-4def-ad64-5458fd2ecde2,5393.9,TED,104,001,2025-06-29 13:00:57.814217,2025-06-29,Caixa Econômica Federal,Banco do Brasil,***.283.***-29,Ortigueira,RS
89dd46fd-34a4-44ae-8f44-7ed49cf2a30f,862dc453-4e3e-412f-9d9e-70712acc594a,6531.97,PIX,104,104,2025-06-29 23:37:44.609977,2025-06-29,Caixa Econômica Federal,Caixa Econômica Federal,***.104.***-01,Porto Vera Cruz,PI
